date_and_time_UTC,num_of_detections,LFnum_of_detections,HFnum_of_detections
2024-11-07 05:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 05:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 05:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 06:00:00+00:00,112.0,112.0,0.3333333333333333
2024-11-07 06:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 06:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 06:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 06:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 06:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 07:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 07:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 07:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 07:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 07:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 07:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 08:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 08:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 08:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 08:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 08:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 08:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 09:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 09:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 09:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 09:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 10:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 10:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 10:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 10:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 11:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 11:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 11:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 11:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 11:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 11:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 12:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 12:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 12:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 12:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 12:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 12:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 13:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 13:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 13:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 13:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 13:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 13:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 14:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 14:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 14:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 14:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 14:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 14:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 15:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 15:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 15:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 15:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 15:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 15:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 16:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 16:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 16:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 16:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 16:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 16:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 17:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 17:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 17:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 17:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 17:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 17:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 18:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 18:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 18:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 18:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 18:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 18:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 19:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 19:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 19:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 19:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 19:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 19:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 20:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 20:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 20:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 20:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 20:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 20:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 21:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 21:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 21:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 21:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 22:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 22:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 22:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 22:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-07 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 00:00:00+00:00,2.0,2.0,0.3333333333333333
2024-11-08 00:10:00+00:00,2.0,2.0,0.3333333333333333
2024-11-08 00:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 01:20:00+00:00,16.0,0.3333333333333333,16.0
2024-11-08 01:30:00+00:00,220.0,0.3333333333333333,220.0
2024-11-08 01:40:00+00:00,12.0,0.3333333333333333,12.0
2024-11-08 01:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 02:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 02:10:00+00:00,30.0,0.3333333333333333,30.0
2024-11-08 02:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 02:30:00+00:00,20.0,0.3333333333333333,20.0
2024-11-08 02:40:00+00:00,46.0,0.3333333333333333,46.0
2024-11-08 02:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 03:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 03:10:00+00:00,30.0,30.0,0.3333333333333333
2024-11-08 03:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 03:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 03:40:00+00:00,20.0,20.0,0.3333333333333333
2024-11-08 03:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 04:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 04:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 04:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 04:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 04:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 04:50:00+00:00,20.0,20.0,0.3333333333333333
2024-11-08 05:00:00+00:00,6.0,0.3333333333333333,6.0
2024-11-08 05:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 05:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 05:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 05:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 05:50:00+00:00,20.0,20.0,0.3333333333333333
2024-11-08 06:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 06:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 06:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 06:30:00+00:00,104.0,104.0,0.3333333333333333
2024-11-08 06:40:00+00:00,28.0,28.0,0.3333333333333333
2024-11-08 06:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 07:00:00+00:00,38.0,0.3333333333333333,38.0
2024-11-08 07:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 07:20:00+00:00,4.0,0.3333333333333333,4.0
2024-11-08 07:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 07:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 07:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 08:00:00+00:00,2.0,0.3333333333333333,2.0
2024-11-08 08:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 08:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 08:30:00+00:00,696.0,0.3333333333333333,696.0
2024-11-08 08:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 08:50:00+00:00,146.0,0.3333333333333333,146.0
2024-11-08 09:00:00+00:00,48.0,0.3333333333333333,48.0
2024-11-08 09:10:00+00:00,58.0,0.3333333333333333,58.0
2024-11-08 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 09:30:00+00:00,2.0,2.0,0.3333333333333333
2024-11-08 09:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 10:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 10:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 10:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 10:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 11:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 11:10:00+00:00,2.0,2.0,0.3333333333333333
2024-11-08 11:20:00+00:00,2.0,2.0,0.3333333333333333
2024-11-08 11:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 11:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 11:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 12:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 12:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 12:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 12:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 12:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 12:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 13:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 13:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 13:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 13:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 13:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 13:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 14:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 14:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 14:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 14:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 14:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 14:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 15:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 15:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 15:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 15:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 15:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 15:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 16:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 16:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 16:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 16:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 16:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 16:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 17:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 17:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 17:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 17:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 17:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 17:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 18:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 18:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 18:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 18:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 18:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 18:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 19:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 19:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 19:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 19:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 19:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 19:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 20:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 20:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 20:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 20:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 20:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 20:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 21:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 21:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 21:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 21:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 21:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 21:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 22:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 22:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 22:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 22:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 22:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 22:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 23:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 23:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 23:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 23:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 23:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-08 23:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 00:00:00+00:00,2.0,2.0,0.3333333333333333
2024-11-09 00:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 00:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 00:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 00:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 00:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 01:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 01:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 01:20:00+00:00,68.0,0.3333333333333333,68.0
2024-11-09 01:30:00+00:00,244.0,30.0,214.0
2024-11-09 01:40:00+00:00,56.0,0.3333333333333333,56.0
2024-11-09 01:50:00+00:00,210.0,0.3333333333333333,210.0
2024-11-09 02:00:00+00:00,2.0,0.3333333333333333,2.0
2024-11-09 02:10:00+00:00,186.0,0.3333333333333333,186.0
2024-11-09 02:20:00+00:00,86.0,0.3333333333333333,86.0
2024-11-09 02:30:00+00:00,684.0,0.3333333333333333,684.0
2024-11-09 02:40:00+00:00,638.0,0.3333333333333333,638.0
2024-11-09 02:50:00+00:00,214.0,0.3333333333333333,214.0
2024-11-09 03:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 03:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 03:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 03:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 03:40:00+00:00,96.0,96.0,0.3333333333333333
2024-11-09 03:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 04:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 04:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 04:20:00+00:00,18.0,0.3333333333333333,18.0
2024-11-09 04:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 04:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 04:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 05:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 05:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 05:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 05:30:00+00:00,2.0,2.0,0.3333333333333333
2024-11-09 05:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 05:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 06:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 06:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 06:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 06:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 06:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 06:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 07:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 07:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 07:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 07:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 07:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 07:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 08:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 08:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 08:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 08:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 08:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 08:50:00+00:00,92.0,92.0,0.3333333333333333
2024-11-09 09:00:00+00:00,56.0,0.3333333333333333,56.0
2024-11-09 09:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 09:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 09:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 09:40:00+00:00,98.0,0.3333333333333333,98.0
2024-11-09 09:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 10:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 10:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 10:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 10:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 10:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 10:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 11:00:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 11:10:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 11:20:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 11:30:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 11:40:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
2024-11-09 11:50:00+00:00,0.3333333333333333,0.3333333333333333,0.3333333333333333
